Year,Term,TermYear,Course,Course.Title,ACP,CS,HUM,NAT,QR,SBS,Avg.GPA,Student.Enrollment
2018,Fall,2018-fa,CWL 312,Japan Lit in Translation II,,NW,LA,,,,3.22,78
2018,Fall,2018-fa,CWL 320,Lit Responses to the Holocaust,,WCC,LA,,,,3.44,165
2018,Fall,2018-fa,CWL 322,The Comic Imagination,ACP,WCC,LA,,,,3.32,26
2018,Fall,2018-fa,CWL 400,African Diasporic Lit Americas,,US,,,,,NA,NA
2018,Fall,2018-fa,DANC 100,Intro to Contemporary Dance,,WCC,LA,,,,3.74,2013
2018,Fall,2018-fa,DANC 200,Explore Music through Dance,,,LA,,,,3.52,51
2018,Fall,2018-fa,DANC 340,Dancing Black Popular Culture,,US,HP,,,,3.06,49
2018,Fall,2018-fa,DANC 345,Dance Anatomy and Kinesiology,,,,LS,,,NA,NA
2018,Fall,2018-fa,DANC 441,Dance History Seminar,ACP,,,,,,NA,NA
2018,Fall,2018-fa,EALC 114,Introduction to East Asian Art,,NW,,,,,2.83,128
2018,Fall,2018-fa,EALC 120,East Asian Civilizations,,NW,HP,,,,3.21,1349
2018,Fall,2018-fa,EALC 122,History East Asian Religions,,NW,HP,,,,3.66,96
2018,Fall,2018-fa,EALC 130,The Chinese Language,,NW,,,,SS,3.56,280
2018,Fall,2018-fa,EALC 132,Zen,,NW,HP,,,,3.58,491
2018,Fall,2018-fa,EALC 220,Traditional China,,NW,HP,,,,2.94,252
2018,Fall,2018-fa,EALC 221,Modern China,,NW,,,,,3.46,337
2018,Fall,2018-fa,EALC 222,Chinese Thght Confucius to Mao,,NW,HP,,,,2.81,172
2018,Fall,2018-fa,EALC 226,Premodern Japanese History,,NW,HP,,,,3.31,50
2018,Fall,2018-fa,EALC 227,Modern Japanese History,,NW,HP,,,,3.02,152
2018,Fall,2018-fa,EALC 240,Chinese Civilization,,NW,,,,,NA,NA
2018,Fall,2018-fa,EALC 250,Intro to Japanese Culture,,NW,,,,SS,3.09,1336
2018,Fall,2018-fa,EALC 275,Masterpieces of East Asian Lit,,NW,LA,,,,3.37,1053
2018,Fall,2018-fa,EALC 276,Asian Film Genres,,NW,LA,,,,3.5,30
2018,Fall,2018-fa,EALC 285,Intro to Korea Through Film,,NW,,,,,3.43,73
2018,Fall,2018-fa,EALC 287,Introduction to Buddhism,,NW,HP,,,,3.46,212
2018,Fall,2018-fa,EALC 305,Japan Lit in Translation I,,NW,LA,,,,3.33,155
2018,Fall,2018-fa,EALC 306,Japan Lit in Translation II,,NW,LA,,,,3.22,78
2018,Fall,2018-fa,EALC 307,Classical Chinese Lit,,NW,LA,,,,3.14,29
2018,Fall,2018-fa,EALC 308,Chinese Popular Lit,,NW,LA,,,,3.61,104
2018,Fall,2018-fa,EALC 361,Women in East Asia,,NW,,,,SS,3.18,28
2018,Fall,2018-fa,EALC 365,Contemporary Korean Society,,NW,,,,SS,3.62,105
2018,Fall,2018-fa,EALC 367,History of Korea,,NW,HP,,,,3.91,38
2018,Fall,2018-fa,ECE 101,Exploring Digital Info Technol,,,,PS,QR2,,3.14,135
2018,Fall,2018-fa,ECE 316,Ethics and Engineering,ACP,,HP,,,,3.66,753
2018,Fall,2018-fa,ECE 445,Senior Design Project Lab,ACP,,,,,,3.12,1945
2018,Fall,2018-fa,ECE 496,Senior Research Project,ACP,,,,,,NA,NA
2018,Fall,2018-fa,ECE 499,Senior Thesis,ACP,,,,,,3.85,43
2018,Fall,2018-fa,ECON 101,Introduction to Economics,,,,,,SS,NA,NA
2018,Fall,2018-fa,ECON 102,Microeconomic Principles,,,,,,SS,3.33,23064
2018,Fall,2018-fa,ECON 103,Macroeconomic Principles,,,,,,SS,2.86,14849
2018,Fall,2018-fa,ECON 202,Economic Statistics I,,,,,QR1,,2.93,8753
2018,Fall,2018-fa,ECON 210,Environmental Economics,,,,,,SS,3.18,1337
2018,Fall,2018-fa,ECON 451,Program Evaluation in Developing Economies,ACP,,,,,,NA,NA
2018,Fall,2018-fa,EDUC 201,Identity and Difference in Education,,US,,,,,NA,NA
2018,Fall,2018-fa,EDUC 202,"Social Justice, School & Society",ACP,,HP,,,,NA,NA
2018,Fall,2018-fa,ENGL 101,Intro to Poetry,,,LA,,,,3.37,762
2018,Fall,2018-fa,ENGL 102,Intro to Drama,,,LA,,,,3.36,278
2018,Fall,2018-fa,ENGL 103,Intro to Fiction,,,LA,,,,3.29,962
2018,Fall,2018-fa,ENGL 104,Intro to Film,,,LA,,,,3.17,3072
2018,Fall,2018-fa,ENGL 109,Intro to Fiction-ACP,ACP,,LA,,,,3.41,1899
2018,Fall,2018-fa,ENGL 110,Intro Lit Study for Non-Majors,,,LA,,,,NA,NA
2018,Fall,2018-fa,ENGL 114,Bible as Literature,,,LA,,,,2.9,436
2018,Fall,2018-fa,ENGL 115,Intro to British Literature,,WCC,LA,,,,3.46,352
2018,Fall,2018-fa,ENGL 116,Introduction to American Literature,,WCC,LA,,,,NA,NA
2018,Fall,2018-fa,ENGL 117,Shakespeare on Film,,,LA,,,,3.74,29
2018,Fall,2018-fa,ENGL 122,"Swords, Sorcery & Sex: The Middle Ages in Popular Culture",,,LA,,,,NA,NA
2018,Fall,2018-fa,ENGL 150,Black Literature in America,,US,LA,,,,3.31,111
2018,Fall,2018-fa,ENGL 200,Intro to the Study of Lit,,,LA,,,,3.4,1667
2018,Fall,2018-fa,ENGL 202,Medieval Lit and Culture,,WCC,LA,,,,3.31,410
2018,Fall,2018-fa,ENGL 204,Renaissance Lit and Culture,,WCC,LA,,,,3.35,298
2018,Fall,2018-fa,ENGL 206,Enlightenment Lit and Culture,,WCC,LA,,,,3.34,241
2018,Fall,2018-fa,ENGL 207,Romantic Lit and Culture,,WCC,LA,,,,3.34,236
2018,Fall,2018-fa,ENGL 208,Victorian Lit and Culture,,WCC,LA,,,,3.38,177
2018,Fall,2018-fa,ENGL 209,British Lit to 1800,,WCC,LA,,,,NA,NA
2018,Fall,2018-fa,ENGL 210,British Lit 1800 to Present,,WCC,LA,,,,3.42,44
2018,Fall,2018-fa,ENGL 211,Intro to Mod African Lit,,NW,LA,,,,3.32,83
2018,Fall,2018-fa,ENGL 213,Modernist Lit and Culture,,WCC,LA,,,,3.27,75
2018,Fall,2018-fa,ENGL 216,Legends of King Arthur,,WCC,LA,,,,3.27,32
2018,Fall,2018-fa,ENGL 218,Introduction to Shakespeare,,,LA,,,,3.53,696
2018,Fall,2018-fa,ENGL 220,Literature and Science,,,LA,,,,NA,NA
2018,Fall,2018-fa,ENGL 222,Jewish American and US Minority Literatures in Dialogue,,US,LA,,,,NA,NA
2018,Fall,2018-fa,ENGL 223,Jewish Storytelling,,WCC,LA,,,,3.53,132
2018,Fall,2018-fa,ENGL 225,Intro to Latina/o Literature,,US,LA,,,,3.21,354
2018,Fall,2018-fa,ENGL 241,Beginnings of Modern Poetry,,WCC,,,,,3.07,112
2018,Fall,2018-fa,ENGL 244,Modern Drama II,,,LA,,,,NA,NA
2018,Fall,2018-fa,ENGL 245,The Short Story,,,LA,,,,3.44,535
2018,Fall,2018-fa,ENGL 247,The British Novel,,WCC,LA,,,,3.34,317
2018,Fall,2018-fa,ENGL 248,"Brit, Amer & Contin Fiction",,,LA,,,,3.5,45
2018,Fall,2018-fa,ENGL 250,Nineteenth-Century American Fiction,,WCC,LA,,,,NA,NA
2018,Fall,2018-fa,ENGL 251,The American Novel Since 1914,,WCC,LA,,,,3.32,368
2018,Fall,2018-fa,ENGL 253,Topics in Lit and New Media,,,LA,,,,3.45,34
2018,Fall,2018-fa,ENGL 255,Early American Literature and Culture,,WCC,LA,,,,NA,NA
2018,Fall,2018-fa,ENGL 256,Survey of American Lit II,,WCC,LA,,,,3.7,212
2018,Fall,2018-fa,ENGL 259,Afro-American Literature I,,US,,,,,3.62,254
2018,Fall,2018-fa,ENGL 260,Afro-American Literature II,,US,,,,,3.23,52
2018,Fall,2018-fa,ENGL 265,Intro to American Indian Lit,,US,LA,,,,3.91,24
2018,Fall,2018-fa,ENGL 266,Grimm's Fairy Tales in Context,,WCC,LA,,,,3.55,291
2018,Fall,2018-fa,ENGL 267,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,,3.72,120
2018,Fall,2018-fa,ENGL 268,The Holocaust in Context - ACP,ACP,WCC,LA,,,,3.47,122
2018,Fall,2018-fa,ENGL 269,The Holocaust in Context,,WCC,LA,,,,3.41,21
2018,Fall,2018-fa,ENGL 270,American Film Genres,,,LA,,,,3.08,25
2018,Fall,2018-fa,ENGL 272,Minority Images in Amer Film,,US,LA,,,,3.59,65
2018,Fall,2018-fa,ENGL 274,Literature and Society,,,LA,,,,NA,NA
2018,Fall,2018-fa,ENGL 275,Am Indian and Indigenous Film,,US,LA,,,,3.35,26
2018,Fall,2018-fa,ENGL 276,Asian Film Genres,,NW,LA,,,,3.5,30
2018,Fall,2018-fa,ENGL 283,Jewish Sacred Literature,,,LA,,,,NA,NA
2018,Fall,2018-fa,ENGL 284,Modern Jewish Literature,,,LA,,,,NA,NA
2018,Fall,2018-fa,ENGL 285,Postcolonial Lit in English,,NW,LA,,,,3.48,136
2018,Fall,2018-fa,ENGL 286,Asian American Literature,,US,LA,,,,3.36,246
2018,Fall,2018-fa,ENGL 300,Writing About Lit Text&Culture,ACP,,,,,,3.53,24
2018,Fall,2018-fa,ENGL 330,Slavery and Identity,,US,LA,,,,3.35,49
2018,Fall,2018-fa,ENGL 359,Lit Responses to the Holocaust,,WCC,LA,,,,3.44,165
2018,Fall,2018-fa,ENGL 360,Environmental Writing,ACP,,,,,,3.38,87
2018,Fall,2018-fa,ENGL 477,Advanced Environmental Writing,ACP,,,,,,NA,NA
2018,Fall,2018-fa,ENSU 301,Soc Impacts Weather & Climate,,,,,,SS,3.23,176
2018,Fall,2018-fa,ENVS 101,Introduction to Energy Sources,,,,PS,QR2,,3.06,551
2018,Fall,2018-fa,ENVS 210,Environmental Economics,,,,,,SS,3.18,1337
2018,Fall,2018-fa,ENVS 220,Communicating Agriculture,ACP,,,,,,3.39,104
2018,Fall,2018-fa,EPOL 350,Social Learning and Knowledge,ACP,,,,,SS,NA,NA
2018,Fall,2018-fa,EPS 202,Foundations of Education-ACP,ACP,,,,,,3.76,793
2018,Fall,2018-fa,EPS 310,Race and Cultural Diversity,ACP,US,,,,,3.2,389
2018,Fall,2018-fa,EPS 380,Education and Social Justice,,US,HP,,,,NA,NA
2018,Fall,2018-fa,EPS 402,Asian American Education,ACP,US,,,,,3.62,386
2018,Fall,2018-fa,EPS 403,European Education to 1600,ACP,WCC,HP,,,,NA,NA
2018,Fall,2018-fa,EPS 404,European Education since 1600,ACP,WCC,HP,,,,NA,NA
2018,Fall,2018-fa,EPSY 201,Educational Psychology,,,,,,BSC,3.82,2987
2018,Fall,2018-fa,EPSY 202,Exploring Cultural Diversity,,US,,,,,3.51,1065
2018,Fall,2018-fa,EPSY 220,Career Theory and Practice,,,,,,BSC,3.6,1659
2018,Fall,2018-fa,EPSY 222,Language & Culture of Deaf Communities,,US,,,,SS,NA,NA
2018,Fall,2018-fa,EPSY 280,Elements of Statistics,,,,,QR1,,NA,NA
2018,Fall,2018-fa,ESE 103,Earth's Physical Systems,,,,PS,,,3.23,670
2018,Fall,2018-fa,ESE 104,Geology of the National Parks,,,,PS,,,3.46,92
2018,Fall,2018-fa,ESE 106,Geographies of Globalization,,NW,,,,SS,3.39,1343
2018,Fall,2018-fa,ESE 111,Emergence of Life,,,,LS,,,2.92,621
2018,Fall,2018-fa,ESE 117,The Oceans,,,,PS,,,3.03,1374
2018,Fall,2018-fa,ESE 118,Natural Disasters,,,,PS,,,3.05,5706
2018,Fall,2018-fa,ESE 120,Severe and Hazardous Weather,,,,PS,QR2,,3.8,12085
2018,Fall,2018-fa,ESE 140,Climate and Global Change,,,,PS,,,3.31,1173
2018,Fall,2018-fa,ESE 143,History of Life,,,,LS,,,3.14,399
2018,Fall,2018-fa,ESE 202,American Environmental History,,WCC,HP,,,,3.06,120
2018,Fall,2018-fa,ESE 208,History of the Earth System,,,,PS,,,3.06,223
2018,Fall,2018-fa,ESE 210,Social & Environmental Issues,,,,,,SS,3.28,204
2018,Fall,2018-fa,ESE 215,Resource Conflicts,,,,,,SS,NA,NA
2018,Fall,2018-fa,ESE 254,"American People, Places, & Environments",,US,,,,SS,NA,NA
2018,Fall,2018-fa,ESE 287,Environment and Society,,WCC,,,,SS,3.32,907
2018,Fall,2018-fa,ESE 360,Environmental Writing,ACP,,,,,,3.38,87
2018,Fall,2018-fa,ESE 380,GIS II: Spatial Prob Solving,,,,,QR2,,3.42,82
2018,Fall,2018-fa,ESE 465,Transportation & Sustainability,ACP,,,,,,NA,NA
2018,Fall,2018-fa,ESE 477,Advanced Environmental Writing,ACP,,,,,,NA,NA
2018,Fall,2018-fa,EURO 240,Arctic Narratives,,WCC,LA,,,,3.35,24
2018,Fall,2018-fa,FAA 110,Exploring Arts and Creativity,,,LA,,,,NA,NA
2018,Fall,2018-fa,FAA 220,Introduction to Fashion,,,LA,,,,3.87,126
2018,Fall,2018-fa,FR 156,Exploring Paris,,WCC,LA,,,,3.51,729
2018,Fall,2018-fa,FR 195,French Intellectual Tradition,,,HP,,,,NA,NA
2018,Fall,2018-fa,FR 240,Constr Afr and Carib Identity,,NW,,,,,NA,NA
2018,Fall,2018-fa,FSHN 101,Intro Food Science & Nutrition,,,,PS,,,3.23,5795
2018,Fall,2018-fa,FSHN 120,Contemporary Nutrition,,,,LS,,,3.49,10940
2018,Fall,2018-fa,GCL 101,Introduction to Energy Sources,,,,PS,QR2,,3.06,551
2018,Fall,2018-fa,GCL 124,Sustainable Earth,,,,PS,,,3.56,25
2018,Fall,2018-fa,GCL 125,Health and Wellness in Life Sciences,,,,LS,,,NA,NA
2018,Fall,2018-fa,GCL 126,Sustainability and Social Science,,,,,,SS,NA,NA
2018,Fall,2018-fa,GCL 127,History and Philosophy of Sustainable Design,,,HP,,,,NA,NA
2018,Fall,2018-fa,GCL 128,Sustainability in Fiction,,,LA,,,,NA,NA
2018,Fall,2018-fa,GCL 129,Sustainable Design,,NW,LA,,,,3.89,21
2018,Fall,2018-fa,GCL 137,Documenting Inequality,,US,LA,,,,NA,NA
2018,Fall,2018-fa,GCL 143,Mapping Inequalities,,US,,,QR2,SS,3.82,46
2018,Fall,2018-fa,GCL 144,"Stereotypes, Prejudice & Discrimination",,US,,,,BSC,NA,NA
2018,Fall,2018-fa,GCL 145,Social Justice and the Arts,,US,LA,,,,NA,NA
2018,Fall,2018-fa,GCL 146,Fundamental Causes of Disease: The HIV/AIDS Pandemic,,,,,,SS,NA,NA
2018,Fall,2018-fa,GCL 147,Social Justice in the Social Sciences,,US,,,,SS,NA,NA
2018,Fall,2018-fa,GCL 148,Historical Perspectives on Social Justice,,,HP,,,,NA,NA
2018,Fall,2018-fa,GCL 185,"Health, Wellness, and the Black Experience",,US,,,,SS,NA,NA
2018,Fall,2018-fa,GCL 186,Health and Society,,,,,,SS,NA,NA
2018,Fall,2018-fa,GCL 187,"Morality, Methods, and Medicine: Formal and Philosophical Approaches to Health in Society",,,HP,,QR2,,NA,NA
2018,Fall,2018-fa,GCL 188,Health and Wellness in Literature,,,LA,,,,NA,NA
2018,Fall,2018-fa,GCL 195,Fictions of Equality,,WCC,LA,,,,NA,NA
2018,Fall,2018-fa,GCL 200,Frameworks for Inequality,,US,HP,,,,3.56,72
2018,Fall,2018-fa,GCL 201,Frameworks for Inequality & Cultural Understanding - ACP,ACP,US,HP,,,,NA,NA
2018,Fall,2018-fa,GCL 210,"Frameworks for Sustainability, Energy, & the Environment",,WCC,HP,,,,NA,NA
2018,Fall,2018-fa,GCL 220,Frameworks for Health & Wellness: Building Healthy Communities,,WCC,HP,,,,NA,NA
2018,Fall,2018-fa,GEOG 100,Introduction to Meteorology,,,,PS,,,3.35,7627
2018,Fall,2018-fa,GEOG 101,Global Development&Environment,,NW,,,,SS,3.43,523
2018,Fall,2018-fa,GEOG 103,Earth's Physical Systems,,,,PS,,,3.23,670
2018,Fall,2018-fa,GEOG 104,Social and Cultural Geography,,,,,,SS,3.12,509
2018,Fall,2018-fa,GEOG 105,The Digital Earth,,,,,,SS,3.18,441
2018,Fall,2018-fa,GEOG 106,Geographies of Globalization,,NW,,,,SS,3.39,1343
2018,Fall,2018-fa,GEOG 204,Cities of the World,,WCC,,,,SS,3.19,644
2018,Fall,2018-fa,GEOG 210,Social & Environmental Issues,,,,,,SS,3.28,204
2018,Fall,2018-fa,GEOG 215,Resource Conflicts,,,,,,SS,NA,NA
2018,Fall,2018-fa,GEOG 221,Geographies of Global Conflict,,,,,,SS,3.18,127
2018,Fall,2018-fa,GEOG 224,Geog Patterns of Illinois,,,,,,SS,NA,NA
2018,Fall,2018-fa,GEOG 254,"American People, Places, & Environments",,US,,,,SS,NA,NA
2018,Fall,2018-fa,GEOG 280,Intro to Social Statistics,,,,,QR1,,2.92,378
2018,Fall,2018-fa,GEOG 287,Environment and Society,,WCC,,,,SS,3.32,907
2018,Fall,2018-fa,GEOG 371,Spatial Analysis,,,,,QR2,,3.01,126
2018,Fall,2018-fa,GEOG 380,GIS II: Spatial Prob Solving,,,,,QR2,,3.42,82
2018,Fall,2018-fa,GEOG 465,Transportation & Sustainability,ACP,,,,,,NA,NA
2018,Fall,2018-fa,GEOL 100,Planet Earth,,,,PS,,,3.08,2428
2018,Fall,2018-fa,GEOL 103,Planet Earth QRII,,,,PS,QR2,,3.02,268
2018,Fall,2018-fa,GEOL 104,Geology of the National Parks,,,,PS,,,3.46,92
2018,Fall,2018-fa,GEOL 107,Physical Geology,,,,PS,,,3.24,226
2018,Fall,2018-fa,GEOL 111,Emergence of Life,,,,LS,,,2.92,621
2018,Fall,2018-fa,GEOL 117,The Oceans,,,,PS,,,3.03,1374
2018,Fall,2018-fa,GEOL 118,Natural Disasters,,,,PS,,,3.05,5706
2018,Fall,2018-fa,GEOL 143,History of Life,,,,LS,,,3.14,399
2018,Fall,2018-fa,GEOL 201,History of Geology,ACP,,HP,,,,NA,NA
2018,Fall,2018-fa,GEOL 208,History of the Earth System,,,,PS,,,3.06,223
2018,Fall,2018-fa,GER 201,German Popular Culture,,WCC,LA,,,,3.41,156
2018,Fall,2018-fa,GER 205,Germany and Europe,,WCC,HP,,,,3.42,67
2018,Fall,2018-fa,GER 250,Grimms' Fairy Tales - ACP,ACP,WCC,LA,,,,3.72,120
2018,Fall,2018-fa,GER 251,Grimm's Fairy Tales in Context,,WCC,LA,,,,3.55,291
2018,Fall,2018-fa,GER 260,The Holocaust in Context - ACP,ACP,WCC,LA,,,,3.47,122
2018,Fall,2018-fa,GER 261,The Holocaust in Context,,WCC,LA,,,,3.41,21
2018,Fall,2018-fa,GER 270,Sexuality and Literature,,,LA,,,,3.58,149
2018,Fall,2018-fa,GER 331,Intro to German Literature,,,LA,,,,NA,NA
2018,Fall,2018-fa,GLBL 100,Intro to Global Studies,,WCC,,,,SS,3.51,1363
2018,Fall,2018-fa,GLBL 118,Natural Disasters,,,,PS,,,3.05,5706
2018,Fall,2018-fa,GLBL 215,Resource Conflicts,,,,,,SS,NA,NA
2018,Fall,2018-fa,GLBL 221,Geographies of Global Conflict,,,,,,SS,3.18,127
2018,Fall,2018-fa,GLBL 228,"Terrorism, Past and Present",,,HP,,,,NA,NA
2018,Fall,2018-fa,GLBL 250,Development,,NW,,,,,3.74,45
2018,Fall,2018-fa,GLBL 280,Nuclear Weapons & Arms Control,ACP,,,,,,3.47,465
2018,Fall,2018-fa,GLBL 357,Ethnic Conflict,ACP,,,,,,2.91,47
2018,Fall,2018-fa,GLBL 392,Int Diplomacy and Negotiation,ACP,,,,,,2.97,181
2018,Fall,2018-fa,GLBL 481,Writing on Technol & Security,ACP,,,,,,3.55,217
2018,Fall,2018-fa,GWS 100,Intro Gender & Women's Studies,,,,,,SS,3.09,1981
2018,Fall,2018-fa,GWS 103,Black Women in the Diaspora,,US,,,,,3.03,335
2018,Fall,2018-fa,GWS 201,"Race, Gender & Power",,WCC,,,,,3.45,222
2018,Fall,2018-fa,GWS 202,Sexualities,,WCC,,,,,3.48,408
2018,Fall,2018-fa,GWS 215,US Citizenship Comparatively,,US,HP,,,,3.02,87
2018,Fall,2018-fa,GWS 225,Women in Prehistory,,,,,,SS,3.35,28
2018,Fall,2018-fa,GWS 240,Sex & Gender in Antiquity,,WCC,LA,,,,3.35,328
2018,Fall,2018-fa,GWS 245,"Wives, Workers and Witches in Pre-Modern Europe",,WCC,HP,,,,NA,NA
2018,Fall,2018-fa,GWS 250,Gender and Representation,,,,,,SS,3.51,56
2018,Fall,2018-fa,GWS 261,Gender in a Transnational Perspective,,,,,,SS,NA,NA
2018,Fall,2018-fa,GWS 262,Women's Lives,,,,,,SS,2.95,29
2018,Fall,2018-fa,GWS 263,US History of Medicine,,WCC,HP,,,,3.25,349
2018,Fall,2018-fa,GWS 270,Sexuality and Literature,,,LA,,,,3.58,149
2018,Fall,2018-fa,GWS 285,US Gender History to 1877,,,HP,,,,3.26,43
2018,Fall,2018-fa,GWS 286,US Gender History Since 1877,,,HP,,,,3.43,137
2018,Fall,2018-fa,GWS 287,African-American Women,,US,HP,,,,2.85,25
2018,Fall,2018-fa,GWS 288,Global Islam and Feminisms,,NW,,,,,NA,NA
2018,Fall,2018-fa,GWS 305,"Theories of Race, Gender, and Sexuality",ACP,,,,,,NA,NA
2018,Fall,2018-fa,GWS 334,Brazilian Women's Lit Trans,,WCC,LA,,,,NA,NA
2018,Fall,2018-fa,GWS 356,Sex & Gender in Popular Media,,WCC,,,,,3.49,1183
2018,Fall,2018-fa,GWS 361,Women in East Asia,,NW,,,,SS,3.18,28
2018,Fall,2018-fa,GWS 380,Black Women Hist & Cultures,,NW,,,,,2.19,23
2018,Fall,2018-fa,GWS 382,Black Women & Popular Culture,,US,,,,,3.16,48
2018,Fall,2018-fa,GWS 392,Chicanas&Latinas: Self&Society,ACP,,,,,,3.63,120
2018,Fall,2018-fa,GWS 498,Senior Seminar,ACP,,,,,,NA,NA
2018,Fall,2018-fa,HDFS 105,Intro to Human Development,,,,,,BSC,3.7,5936
2018,Fall,2018-fa,HDFS 120,Intro to Family Studies,,,,,,SS,3.57,1131
2018,Fall,2018-fa,HDFS 140,Intro Gender & Women's Studies,,,,,,SS,3.09,1981
2018,Fall,2018-fa,HDFS 143,Biology of Human Behavior,,,,LS,,,3.5,10687
2018,Fall,2018-fa,HDFS 220,Families in Global Perspective,,NW,,,,SS,3.23,1025
2018,Fall,2018-fa,HDFS 221,Asian Families in America,,US,,,,SS,3.69,286
2018,Fall,2018-fa,HDFS 225,Close Relationships,,,,,,SS,3.46,510
2018,Fall,2018-fa,HDFS 259,Motor Development and Control,,,,,,BSC,3,179
2018,Fall,2018-fa,HDFS 262,"Motor Develop, Growth & Form",,,,,,BSC,3.21,1886
2018,Fall,2018-fa,HDFS 263,"Diversity in Recreation, Sport, and Tourism",,US,,,,,NA,NA
2018,Fall,2018-fa,HDFS 290,Intro to Research Methods,ACP,,,,,,3.41,504
2018,Fall,2018-fa,HDFS 322,US Latina and Latino Families,,US,,,,,NA,NA
2018,Fall,2018-fa,HIST 100,Global History,,NW,HP,,,,3.31,2192
2018,Fall,2018-fa,HIST 101,History Now!,,,HP,,,,3.45,88
2018,Fall,2018-fa,HIST 104,Black Music,,US,HP,,,,3.35,67
2018,Fall,2018-fa,HIST 105,Latin America to Independence,,NW,HP,,,,3.26,273
2018,Fall,2018-fa,HIST 106,Modern Latin America,,NW,HP,,,,3.14,251
2018,Fall,2018-fa,HIST 110,History of Africa,,NW,HP,,,,3.32,366
2018,Fall,2018-fa,HIST 120,East Asian Civilizations,,NW,HP,,,,3.21,1349
2018,Fall,2018-fa,HIST 130,History of South Asia,,NW,HP,,,,3.46,217
2018,Fall,2018-fa,HIST 135,History of Islamic Middle East,,NW,HP,,,,3.14,118
2018,Fall,2018-fa,HIST 140,Western Civ to 1660-ACP,ACP,WCC,HP,,,,NA,NA
2018,Fall,2018-fa,HIST 141,Western Civ to 1660,,WCC,HP,,,,3.01,1049
2018,Fall,2018-fa,HIST 142,Western Civ Since 1660,,WCC,HP,,,,3.22,589
2018,Fall,2018-fa,HIST 143,Western Civ Since 1660-ACP,ACP,WCC,HP,,,,NA,NA
2018,Fall,2018-fa,HIST 164,The Automobile,,WCC,HP,,,,3.78,169
2018,Fall,2018-fa,HIST 168,A History of Judaism,ACP,,HP,,,,3.43,404
2018,Fall,2018-fa,HIST 170,US Hist to 1877-ACP,ACP,WCC,HP,,,,NA,NA
2018,Fall,2018-fa,HIST 171,US Hist to 1877,,WCC,HP,,,,3.18,816
2018,Fall,2018-fa,HIST 172,US Hist Since 1877,,WCC,HP,,,,3.23,1640
2018,Fall,2018-fa,HIST 173,US Hist Since 1877-ACP,ACP,WCC,HP,,,,NA,NA
2018,Fall,2018-fa,HIST 174,"Black America, 1619-Present",,US,HP,,,,3.08,403
2018,Fall,2018-fa,HIST 202,American Environmental History,,WCC,HP,,,,3.06,120
2018,Fall,2018-fa,HIST 203,Reacting to the Past,,,HP,,,,3.27,68
2018,Fall,2018-fa,HIST 205,LatAm Hist: Primary Accounts,,NW,HP,,,,NA,NA
2018,Fall,2018-fa,HIST 207,Publishing the Past,,,HP,,,,NA,NA
2018,Fall,2018-fa,HIST 211,History of Southern Africa,,NW,HP,,,,3.55,130
2018,Fall,2018-fa,HIST 212,History of Eastern Africa,,NW,HP,,,,2.86,63
2018,Fall,2018-fa,HIST 213,African Muslim Cultures,,NW,HP,,,,NA,NA
2018,Fall,2018-fa,HIST 219,History of the Prison,,WCC,HP,,,,2.84,96
2018,Fall,2018-fa,HIST 220,Traditional China,,NW,HP,,,,2.94,252
2018,Fall,2018-fa,HIST 221,Modern China,,NW,,,,,3.46,337
2018,Fall,2018-fa,HIST 222,Chinese Thght Confucius to Mao,,NW,HP,,,,2.81,172
2018,Fall,2018-fa,HIST 225,Southeast Asian Civilizations,,NW,HP,,,,NA,NA
